1683026152122|bd9a950c-bb23-44af-ac2e-2ebbc853c436
1683026165729|acceptFound |  cd = null request = 7dc1b04e-739d-4977-bf3c-44a8dfd09500

1683026165729|acceptFound |  cd = null request = 7dc1b04e-739d-4977-bf3c-44a8dfd09500

1683026165729|acceptFound |  cd = null request = 7dc1b04e-739d-4977-bf3c-44a8dfd09500

1683026165729|acceptFound |  cd = null request = 49eb73d6-96ac-4298-a100-a5a931678b98

1683026165729|acceptFound |  cd = null request = 7dc1b04e-739d-4977-bf3c-44a8dfd09500

1683026165730|acceptFound |  cd = null request = 49eb73d6-96ac-4298-a100-a5a931678b98

1683026165730|acceptFound |  cd = null request = 49eb73d6-96ac-4298-a100-a5a931678b98

1683026165733|acceptFound |  cd = null request = 49eb73d6-96ac-4298-a100-a5a931678b98

1683026165733|acceptMatched | request = 5eadda6f-6e98-4cd2-9e08-9370c44966c2

1683026165733|acceptFound |  cd = null request = 7dc1b04e-739d-4977-bf3c-44a8dfd09500

1683026165734|acceptFound |  cd = null request = 49eb73d6-96ac-4298-a100-a5a931678b98

1683026165734|acceptFound |  cd = null request = 49eb73d6-96ac-4298-a100-a5a931678b98

1683026165734|acceptFound |  cd = null request = 49eb73d6-96ac-4298-a100-a5a931678b98

1683026165734|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165734|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165735|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165735|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165735|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165735|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165735|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165736|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165736|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165736|acceptFound |  cd = null request = 49eb73d6-96ac-4298-a100-a5a931678b98

1683026165736|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165736|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165737|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165737|acceptFound |  cd = null request = d7542a41-8272-45e7-8cc5-8f18f783b789

1683026165737|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165737|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165737|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165738|acceptFound |  cd = null request = 7dc1b04e-739d-4977-bf3c-44a8dfd09500

1683026165738|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165738|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165738|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165738|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165742|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165742|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165742|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165742|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165743|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165743|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165743|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165743|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165744|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165744|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165744|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165744|match | fin  cd = 
 Template >>>> 
 titre : title-172
 Album : album-title-25
 Composers : []
 Interpreters : []

1683026165745|match | debut  cd = 
 Template >>>> 
 titre : title-177
 Album : album-title-26
 Composers : []
 Interpreters : []

1683026165745|match | fin  cd = 
 Template >>>> 
 titre : null
 Album : album-title-31
 Composers : []
 Interpreters : []

1683026165745|find | debut  cd = 
 Template >>>> 
 titre : title-222
 Album : album-title-33
 Composers : []
 Interpreters : []

1683026165746|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165746|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165746|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165746|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165746|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165748|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165749|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165749|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165749|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165749|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165749|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165749|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165749|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165750|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165750|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165750|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165750|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165750|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165750|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165751|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165751|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165751|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165751|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165751|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165751|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165752|find | fin cd = 
 Template >>>> 
 titre : null
 Album : album-title-20
 Composers : []
 Interpreters : []

1683026165752|match | debut  cd = 
 Template >>>> 
 titre : null
 Album : null
 Composers : []
 Interpreters : [interpreter-13]

1683026165754|find | fin cd = 
 Template >>>> 
 titre : title-343
 Album : album-title-50
 Composers : [composer-74, composer-75]
 Interpreters : [interpreter-75]

1683026165755|acceptFound |  cd = null request = 7dc1b04e-739d-4977-bf3c-44a8dfd09500

1683026165756|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165757|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165757|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165757|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165757|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165757|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165757|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165758|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165758|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165758|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165758|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165758|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165758|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165758|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165759|acceptFound |  cd = null request = d80d5e63-b70e-4434-bcf9-89d2f0f064b3

1683026165759|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165759|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165759|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165759|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165759|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165759|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165760|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165763|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165764|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165764|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165764|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165764|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165764|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165764|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165764|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165765|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165765|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165766|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165766|acceptMatched | request = 5a24f325-7f7e-4639-bf28-3628f91ba87a

1683026165766|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165767|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165767|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165767|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165767|acceptFound |  cd = null request = af49df09-90e0-4a26-b2dd-c6243e197dc3

1683026165767|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165767|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165767|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165768|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165777|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165777|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165777|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165777|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165777|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165777|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165777|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165777|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165778|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165778|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165778|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165778|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165778|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165778|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165778|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165779|acceptFound |  cd = null request = 7dc1b04e-739d-4977-bf3c-44a8dfd09500

1683026165779|acceptFound |  cd = null request = 49eb73d6-96ac-4298-a100-a5a931678b98

1683026165780|acceptFound |  cd = null request = 7dc1b04e-739d-4977-bf3c-44a8dfd09500

1683026165780|acceptFound |  cd = null request = 7dc1b04e-739d-4977-bf3c-44a8dfd09500

1683026165781|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165781|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165782|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165782|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165782|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165782|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165782|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165783|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165783|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165783|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165783|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165783|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165784|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165784|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165784|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165785|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165785|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165785|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165785|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165785|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165785|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165785|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165785|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165786|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165786|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165786|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165786|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165786|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165786|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165786|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165807|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165807|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165809|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165809|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165809|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165809|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165809|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165810|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165810|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165810|acceptMatched | request = a5013a49-f976-4080-84a6-92df8359cc3d

1683026165810|acceptFound |  cd = null request = d4082d2b-5ce2-4eb6-806e-2edaadb2b785

1683026165810|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165810|match | fin  cd = 
 Template >>>> 
 titre : null
 Album : null
 Composers : []
 Interpreters : [interpreter-13]

1683026165811|acceptFound |  cd = null request = 49eb73d6-96ac-4298-a100-a5a931678b98

1683026165811|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165811|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165811|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165811|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165811|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165812|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165812|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165812|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165812|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165813|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165813|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165813|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165813|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165814|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165814|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165814|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165814|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165814|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165815|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165815|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165815|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165815|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165815|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165815|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165815|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165816|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165816|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165816|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165816|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165816|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165816|acceptMatched | request = 0f08f0ca-3778-4ea2-b62d-e1ee8bee83c3

1683026165816|acceptFound |  cd = null request = 7dc1b04e-739d-4977-bf3c-44a8dfd09500

1683026165817|acceptFound |  cd = null request = 49eb73d6-96ac-4298-a100-a5a931678b98

1683026165817|acceptFound |  cd = null request = 7dc1b04e-739d-4977-bf3c-44a8dfd09500

1683026165817|acceptFound |  cd = null request = 7dc1b04e-739d-4977-bf3c-44a8dfd09500

1683026165817|acceptFound |  cd = null request = 49eb73d6-96ac-4298-a100-a5a931678b98

1683026165817|acceptFound |  cd = null request = 49eb73d6-96ac-4298-a100-a5a931678b98

1683026165818|acceptFound |  cd = null request = 49eb73d6-96ac-4298-a100-a5a931678b98

1683026165820|acceptFound |  cd = null request = 49eb73d6-96ac-4298-a100-a5a931678b98

1683026165821|acceptFound |  cd = null request = 7dc1b04e-739d-4977-bf3c-44a8dfd09500

1683026165821|acceptFound |  cd = null request = 49eb73d6-96ac-4298-a100-a5a931678b98

1683026165821|acceptFound |  cd = null request = 7dc1b04e-739d-4977-bf3c-44a8dfd09500

1683026165822|acceptFound |  cd = null request = 7dc1b04e-739d-4977-bf3c-44a8dfd09500
